Sample Type,ENSG00000163513_16,ENSG00000092964_15,ENSG00000031081_9,ENSG00000131018_21,ENSG00000106034_16,ENSG00000197256_9,ENSG00000129675_14,ENSG00000229240_6,ENSG00000152818_17,ENSG00000173482_15,ENSG00000151718_14,ENSG00000141338_12,ENSG00000144642_19,ENSG00000109756_7,ENSG00000154175_15,ENSG00000128512_18,ENSG00000131831_16,ENSG00000047648_20,ENSG00000173517_9,ENSG00000071967_10,ENSG00000111897_6,ENSG00000228027_1,ENSG00000198909_6,ENSG00000138821_11,ENSG00000158352_14,ENSG00000261371_4,ENSG00000077943_7,ENSG00000115306_14,ENSG00000131471_5,ENSG00000064042_16,ENSG00000048740_16,ENSG00000136732_13,ENSG00000114166_7,ENSG00000154783_9,ENSG00000022267_15,ENSG00000119865_7,ENSG00000231496_1,ENSG00000151702_15,ENSG00000112782_14,ENSG00000169554_15,ENSG00000265413_1,ENSG00000196159_10,ENSG00000103994_15,ENSG00000133121_19,ENSG00000144843_10,ENSG00000136546_12,ENSG00000116117_16,ENSG00000112419_13,ENSG00000128849_10,ENSG00000140092_13,ENSG00000070778_11,ENSG00000116473_13,ENSG00000109686_15,ENSG00000196616_11,ENSG00000076067_10,ENSG00000164741_13,ENSG00000241684_4,ENSG00000165072_9,ENSG00000135063_16,ENSG00000156052_9,ENSG00000238018_2,ENSG00000154330_11,ENSG00000012822_14,ENSG00000175899_13,ENSG00000101938_13,ENSG00000239697_9,ENSG00000127603_22,ENSG00000229206_3,ENSG00000120279_6,ENSG00000112214_9,ENSG00000126458_3,ENSG00000213853_8,ENSG00000146151_11,ENSG00000114861_17,ENSG00000149564_10,ENSG00000112137_15,ENSG00000178695_5
no_tumor,15836982034,4635863490,926598861,1807136596,1558902797,1859544059,1957432496,131999085,9231506158,6600299019,2098418791,758250724,1285587222,2710319901,680718181,1947847851,729732037,259663556,1088440573,4739811547,23821881376,422729309,1277712663,3059359858,565990076,5984166784,1300970789,17560007376,841309817,3349252173,1217367589,1212171731,2001954171,2101121234,1862715783,396827012,211285934,798333509,1806229261,1086265928,262877370,1577714551,4070327830,846023064,341957326,2123074917,1258774038,3776534993,1084086216,1215433895,1203555383,2108786536,3451661608,4086944891,1214791047,1422152499,206092229,1364930858,671797418,7266429229,1105731276,253489579,2463887615,60845447812,1401153550,842623925,8060446179,619352134,735297872,707769644,4992797567,6417339310,91327145,3395687639,1969310547,341210490,3446483199
